"Hwins","Awins","IsDraw","goals2H","Hgoals","Agoals","Hgoals1H","Agoals1H","HG_LY","HGA_LY","HM_LY","AG_LY","AGA_LY","AM_LY","HG_TY","HGA_TY","HM_TY","AG_TY","AGA_TY","AM_TY","Hrelegated","Hpromoted","Arelegated","Apromoted"
1,0,0,1,2,1,1,1,44,53,38,NA,NA,NA,39,32,28,20,57,28,0,0,0,1
0,0,1,0,0,0,0,0,83,36,38,46,39,38,68,15,28,36,33,28,0,0,0,0
1,0,0,1,2,0,1,0,53,39,38,NA,NA,NA,46,26,28,29,21,28,0,0,0,1
1,0,0,1,1,0,0,0,49,54,38,39,37,38,26,26,28,23,29,28,0,0,0,0
1,0,0,1,3,1,2,1,70,54,38,28,41,38,55,22,27,32,36,27,0,0,0,0
0,1,0,0,0,3,0,3,49,65,38,48,42,38,24,45,27,39,46,27,0,0,0,0
0,1,0,2,0,3,0,1,49,53,34,92,31,34,30,36,25,64,24,25,0,0,0,0
0,1,0,3,0,4,0,1,53,46,34,60,62,34,36,46,25,39,35,25,0,0,0,0
1,0,0,1,2,1,2,0,59,43,34,NA,NA,NA,40,36,25,26,50,25,0,0,0,1
1,0,0,2,3,0,1,0,69,28,30,NA,NA,NA,60,30,28,27,43,28,0,0,0,1
1,0,0,0,1,0,1,0,54,35,30,41,54,30,30,32,28,48,49,28,0,0,0,0
1,0,0,1,2,1,1,1,38,32,30,42,63,30,32,38,28,33,57,28,0,0,0,0
1,0,0,1,2,1,1,1,32,51,30,51,30,30,37,47,28,47,27,28,0,0,0,0
1,0,0,3,2,1,0,0,40,52,30,44,31,30,52,39,28,34,36,28,0,0,0,0
1,0,0,2,2,1,0,1,49,39,30,38,28,30,39,46,28,37,27,28,0,0,0,0
0,0,1,0,0,0,0,0,30,49,30,37,39,30,40,56,28,44,50,28,0,0,0,0
0,1,0,0,0,1,0,1,67,29,34,86,16,34,49,14,24,65,17,24,0,0,0,0
0,1,0,3,1,2,0,0,47,51,38,52,48,38,31,37,28,41,36,27,0,0,0,0
1,0,0,1,1,0,0,0,38,51,38,62,37,38,29,36,28,37,26,28,0,0,0,0
1,0,0,2,2,0,0,0,NA,NA,NA,29,64,38,24,36,27,29,51,27,0,1,0,0
0,1,0,2,0,4,0,2,34,55,38,110,21,38,40,36,27,74,22,27,0,0,0,0
0,0,1,0,1,1,1,1,44,51,38,34,67,38,36,38,27,25,51,27,0,0,0,0
0,1,0,1,0,2,0,1,NA,NA,NA,42,41,38,30,48,27,42,36,27,0,1,0,0
0,1,0,2,1,3,1,1,70,32,38,67,29,38,32,30,27,39,11,27,0,0,0,0
0,0,1,0,0,0,0,0,49,53,42,61,58,42,32,24,27,32,25,27,0,0,0,0
0,1,0,1,0,3,0,2,55,65,42,48,42,42,27,38,27,38,21,27,0,0,0,0
0,0,1,2,1,1,0,0,44,49,42,NA,NA,NA,31,27,27,34,28,27,0,0,0,1
1,0,0,1,1,0,0,0,55,51,42,54,55,42,27,35,27,36,33,27,0,0,0,0
0,0,1,0,0,0,0,0,41,48,42,NA,NA,NA,34,35,27,26,36,27,0,0,1,0
0,1,0,0,0,1,0,1,65,40,42,NA,NA,NA,30,26,27,25,30,26,0,0,0,1
1,0,0,2,2,0,0,0,25,50,34,36,52,34,28,34,24,33,24,24,0,0,0,0
0,0,1,0,0,0,0,0,45,47,34,NA,NA,NA,34,30,24,25,38,24,0,0,0,1
0,0,1,3,2,2,1,0,53,55,34,NA,NA,NA,38,23,24,23,26,24,0,0,0,1
0,0,1,2,1,1,0,0,44,41,34,NA,NA,NA,30,20,24,20,42,24,0,0,0,1
1,0,0,2,2,0,0,0,49,44,34,40,51,34,29,28,24,29,23,24,0,0,0,0
1,0,0,2,5,1,3,1,72,33,38,41,55,38,40,30,28,33,40,28,0,0,0,0
0,0,1,2,1,1,0,0,76,42,38,43,64,38,37,28,27,27,47,28,0,0,0,0
1,0,0,1,4,1,4,0,35,42,38,29,40,38,36,33,28,26,24,27,0,0,0,0
0,1,0,1,0,2,0,1,38,57,38,72,24,38,26,31,27,48,15,27,0,0,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,29,31,27,24,44,27,0,1,0,1
1,0,0,1,2,0,1,0,NA,NA,NA,43,56,38,26,53,27,24,40,27,0,1,0,0
1,0,0,1,1,0,0,0,62,47,38,46,52,38,27,32,27,33,40,27,0,0,0,0
1,0,0,1,3,1,2,1,59,48,38,53,55,38,34,25,27,27,47,27,0,0,0,0
1,0,0,1,2,0,1,0,49,57,38,56,50,38,34,31,27,39,28,27,0,0,0,0
0,0,1,1,1,1,1,0,48,45,38,71,38,38,33,34,27,34,36,27,0,0,0,0
1,0,0,2,2,0,0,0,63,56,34,47,63,34,46,39,25,25,44,25,0,0,0,0
1,0,0,3,3,1,1,0,56,39,34,46,56,34,45,35,25,25,58,25,0,0,0,0
1,0,0,1,1,0,0,0,NA,NA,NA,47,64,34,28,29,25,34,39,25,0,1,0,0
0,1,0,2,1,2,0,1,NA,NA,NA,66,43,34,26,37,25,43,23,25,0,1,0,0
0,1,0,3,0,4,0,1,46,50,34,69,29,34,28,32,25,60,16,25,0,0,0,0
1,0,0,2,2,0,0,0,26,46,34,50,35,34,22,42,24,35,36,24,0,0,0,0
0,1,0,0,0,1,0,1,27,50,34,45,46,34,17,32,24,28,37,24,0,0,0,0
0,1,0,1,0,1,0,0,24,56,34,33,42,34,35,44,24,29,43,24,0,0,0,0
1,0,0,4,3,1,0,0,55,28,34,74,13,34,41,18,24,48,18,24,0,0,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,26,50,34,21,42,24,33,27,24,0,1,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,34,35,34,16,32,24,31,52,24,0,1,0,0
1,0,0,2,2,1,1,0,47,51,38,46,68,38,26,53,27,37,58,27,0,0,0,0
1,0,0,2,2,1,1,0,NA,NA,NA,39,31,34,52,27,24,40,20,24,1,0,0,0
1,0,0,1,2,1,1,1,43,47,38,NA,NA,NA,43,41,28,35,28,28,0,0,1,0
0,1,0,3,1,3,0,1,38,42,34,38,56,34,35,34,24,25,29,24,0,0,0,0
1,0,0,0,2,0,2,0,66,59,46,54,64,46,33,32,34,40,32,34,0,0,0,0
0,0,1,3,2,2,0,1,54,67,46,72,54,46,33,58,35,42,40,34,0,0,0,0
0,0,1,0,0,0,0,0,44,54,46,43,49,46,49,34,35,50,36,35,0,0,0,0
0,1,0,1,0,2,0,1,57,61,46,50,61,46,47,38,35,32,40,34,0,0,0,0
0,0,1,0,0,0,0,0,54,60,46,NA,NA,NA,32,66,35,30,48,35,0,0,0,1
0,1,0,2,2,3,2,1,62,83,46,NA,NA,NA,53,58,35,54,27,35,0,0,1,0
1,0,0,4,3,1,0,0,58,75,46,48,69,46,44,48,35,40,38,34,0,0,0,0
1,0,0,0,1,0,1,0,71,69,46,NA,NA,NA,32,31,34,33,32,35,0,0,0,1
1,0,0,1,2,0,1,0,NA,NA,NA,85,56,46,41,42,35,47,30,35,1,0,0,0
1,0,0,1,1,0,0,0,46,67,46,68,37,46,39,59,35,47,20,34,0,0,0,0
1,0,0,3,2,1,0,0,70,56,46,NA,NA,NA,43,49,35,31,55,35,0,0,0,1
1,0,0,0,2,0,2,0,55,55,46,NA,NA,NA,39,36,34,44,28,34,0,0,0,1
1,0,0,1,2,0,1,0,62,75,46,58,62,46,38,40,34,36,45,34,0,0,0,0
1,0,0,0,2,1,2,1,NA,NA,NA,49,60,46,40,51,34,56,38,34,0,1,0,0
0,0,1,2,1,1,0,0,NA,NA,NA,76,42,38,29,39,28,38,29,28,0,1,0,0
0,0,1,0,0,0,0,0,37,46,38,29,40,38,27,29,28,27,28,28,0,0,0,0
1,0,0,0,1,0,1,0,42,48,38,NA,NA,NA,27,28,28,30,50,28,0,0,0,1
1,0,0,1,2,0,1,0,36,52,34,42,40,34,33,26,25,37,32,25,0,0,0,0
0,1,0,4,0,4,0,0,NA,NA,NA,42,47,34,25,28,25,47,31,25,0,1,0,0
1,0,0,2,3,0,1,0,34,42,34,44,41,34,32,39,25,31,21,25,0,0,0,0
0,1,0,5,3,4,0,2,40,51,34,NA,NA,NA,29,25,25,19,41,25,0,0,1,0
0,0,1,1,2,2,2,1,51,26,38,47,66,38,42,32,29,32,41,29,0,0,0,0
1,0,0,1,2,0,1,0,NA,NA,NA,53,39,38,38,46,29,48,26,29,0,1,0,0
0,0,1,0,0,0,0,0,44,52,38,NA,NA,NA,30,49,29,33,35,29,0,0,1,0
0,0,1,2,1,1,0,0,NA,NA,NA,43,47,38,28,26,29,45,42,29,1,0,0,0
1,0,0,2,3,2,1,2,NA,NA,NA,32,42,38,36,30,29,26,25,29,1,0,0,0
1,0,0,2,2,1,0,1,41,42,38,NA,NA,NA,25,33,29,19,33,29,0,0,0,1
1,0,0,1,1,0,0,0,39,37,38,47,37,38,23,30,29,35,30,29,0,0,0,0
0,0,1,2,1,1,0,0,49,54,38,41,34,38,27,26,29,26,30,29,0,0,0,0
0,1,0,1,0,1,0,0,34,51,38,41,27,38,25,33,29,31,33,29,0,0,0,0
1,0,0,0,1,0,1,0,72,24,38,49,57,38,50,15,28,36,31,28,0,0,0,0
1,0,0,2,3,0,1,0,NA,NA,NA,NA,NA,NA,27,52,26,27,39,26,0,1,0,1
0,1,0,3,0,3,0,0,46,45,34,27,50,34,36,48,25,17,33,25,0,0,0,0
1,0,0,3,3,2,1,1,NA,NA,NA,46,49,38,35,45,29,28,37,29,0,1,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,83,38,38,31,54,29,52,31,28,0,1,0,0
0,1,0,1,1,2,0,2,48,45,38,54,33,38,31,34,29,36,29,29,0,0,0,0
0,1,0,2,1,2,0,1,66,59,46,50,61,46,35,32,35,34,40,35,0,0,0,0
0,1,0,2,1,2,1,0,54,67,46,NA,NA,NA,35,60,36,33,33,36,0,0,0,1
1,0,0,0,1,0,1,0,57,61,46,72,54,46,47,40,36,44,42,35,0,0,0,0
0,1,0,2,1,2,1,0,62,83,46,NA,NA,NA,55,61,36,32,57,36,0,0,0,1
0,1,0,0,1,3,1,3,58,75,46,NA,NA,NA,47,49,36,57,29,36,0,0,1,0
0,0,1,2,1,1,0,0,NA,NA,NA,NA,NA,NA,48,20,34,30,48,36,1,0,0,1
0,1,0,2,0,3,0,1,71,69,46,43,49,46,33,31,35,50,36,36,0,0,0,0
1,0,0,2,3,0,1,0,NA,NA,NA,78,59,46,43,42,36,48,55,35,1,0,0,0
0,0,1,6,3,3,0,0,46,67,46,85,56,46,40,59,36,47,32,36,0,0,0,0
0,1,0,1,0,2,0,1,62,61,46,NA,NA,NA,57,46,35,46,44,35,0,0,0,1
0,1,0,0,0,1,0,1,NA,NA,NA,49,60,46,33,46,35,57,40,35,1,0,0,0
1,0,0,2,2,1,1,0,55,55,46,58,62,46,41,36,35,36,47,35,0,0,0,0
1,0,0,2,2,1,1,0,NA,NA,NA,49,52,46,44,30,35,42,43,34,0,1,0,0
0,1,0,3,1,4,1,1,68,55,46,50,54,46,46,54,35,50,36,34,0,0,0,0
0,0,1,3,3,3,1,2,58,77,46,NA,NA,NA,42,81,35,56,31,35,0,0,1,0
1,0,0,2,3,0,1,0,65,66,46,43,75,46,60,43,35,37,60,35,0,0,0,0
0,1,0,3,2,3,2,0,53,56,46,55,65,46,58,56,35,41,39,36,0,0,0,0
1,0,0,1,3,0,2,0,72,66,46,NA,NA,NA,45,46,35,45,55,35,0,0,0,1
1,0,0,1,3,0,2,0,66,53,46,54,67,46,49,47,35,33,44,33,0,0,0,0
0,0,1,3,2,2,1,0,NA,NA,NA,62,75,46,42,52,35,40,40,35,0,1,0,0
0,0,1,2,2,2,0,2,76,57,46,NA,NA,NA,53,51,34,55,41,35,0,0,1,0
1,0,0,2,3,0,1,0,67,29,38,35,60,38,42,12,28,37,39,28,0,0,0,0
1,0,0,2,6,0,4,0,110,21,38,33,64,38,78,22,28,27,45,28,0,0,0,0
1,0,0,0,1,0,1,0,47,44,38,44,51,38,40,51,28,37,39,28,0,0,0,0
0,0,1,0,1,1,1,1,46,68,38,34,55,38,38,60,28,40,40,28,0,0,0,0
1,0,0,0,1,0,1,0,NA,NA,NA,63,35,42,26,36,28,31,23,28,1,0,0,0
0,1,0,2,1,2,1,0,42,44,42,NA,NA,NA,42,35,28,26,30,28,0,0,1,0
1,0,0,3,3,2,1,1,54,55,42,NA,NA,NA,36,34,28,19,33,28,0,0,0,1
0,1,0,2,2,4,1,3,NA,NA,NA,65,40,42,39,30,28,30,27,28,0,1,0,0
1,0,0,1,1,0,0,0,61,58,42,55,65,42,32,25,28,27,41,28,0,0,0,0
1,0,0,3,5,0,2,0,80,18,34,50,65,34,59,13,25,35,48,25,0,0,0,0
0,0,1,2,2,2,2,0,NA,NA,NA,43,43,34,25,38,25,30,38,25,0,1,0,0
0,1,0,1,0,2,0,1,40,56,34,34,40,34,22,46,25,26,33,25,0,0,0,0
1,0,0,0,1,0,1,0,49,55,34,72,38,34,26,42,25,38,32,25,0,0,0,0
0,0,1,4,3,3,1,1,NA,NA,NA,42,60,34,19,26,25,40,49,25,0,1,0,0
1,0,0,2,3,0,1,0,53,26,34,56,62,34,50,42,25,28,40,25,0,0,0,0
1,0,0,3,2,1,0,0,NA,NA,NA,46,51,34,21,43,25,42,38,25,0,1,0,0
1,0,0,1,1,0,0,0,32,37,34,48,52,34,33,34,25,21,34,25,0,0,0,0
1,0,0,1,1,0,0,0,NA,NA,NA,54,55,38,30,40,29,32,38,29,0,1,0,0
0,1,0,2,1,2,0,1,37,46,38,43,42,38,27,29,29,23,23,29,0,0,0,0
1,0,0,0,2,0,2,0,41,55,38,51,30,38,34,45,29,33,32,29,0,0,0,0
0,0,1,1,1,1,1,0,44,50,38,76,42,38,40,41,29,39,30,29,0,0,0,0
0,1,0,2,0,2,0,0,46,39,38,44,53,38,36,33,29,41,33,29,0,0,0,0
1,0,0,3,4,0,1,0,43,64,38,47,44,38,28,48,29,38,44,29,0,0,0,0
0,1,0,0,0,1,0,1,44,34,38,44,57,38,52,24,29,37,38,29,0,0,0,0
0,0,1,1,1,1,0,1,46,52,38,48,42,38,33,41,28,42,46,28,0,0,0,0
1,0,0,3,2,1,0,0,59,48,38,NA,NA,NA,37,26,28,29,31,28,0,0,0,1
1,0,0,3,2,1,0,0,47,63,34,49,53,34,25,46,26,30,39,26,0,0,0,0
0,0,1,2,1,1,0,0,92,31,34,53,46,34,67,24,26,36,50,26,0,0,0,0
1,0,0,2,2,1,0,1,56,51,34,59,43,34,37,51,26,42,37,26,0,0,0,0
0,1,0,2,0,2,0,0,46,50,34,63,56,34,28,36,26,48,39,26,0,0,0,0
0,1,0,1,1,2,0,2,38,56,34,67,29,34,28,30,25,49,15,25,0,0,0,0
1,0,0,4,3,2,1,0,74,13,34,NA,NA,NA,49,21,25,16,32,25,0,0,0,1
0,1,0,1,0,2,0,1,31,57,38,58,53,38,22,55,29,51,24,29,0,0,0,0
1,0,0,2,2,0,0,0,54,60,46,68,37,46,32,66,36,47,21,35,0,0,0,0
0,0,1,0,0,0,0,0,70,56,46,54,64,46,45,50,36,40,34,35,0,0,0,0
1,0,0,2,3,1,2,0,42,41,38,NA,NA,NA,44,36,28,26,36,28,0,0,0,1
0,1,0,2,1,2,0,1,NA,NA,NA,118,38,38,30,40,28,81,27,28,0,1,0,0
1,0,0,1,1,0,0,0,34,67,38,70,32,38,26,52,28,33,33,28,0,0,0,0
1,0,0,3,4,2,1,2,71,45,38,48,37,38,39,29,28,33,19,28,0,0,0,0
0,1,0,1,1,2,0,2,NA,NA,NA,48,56,42,39,36,28,32,33,28,1,0,0,0
0,0,1,1,1,1,0,1,NA,NA,NA,55,51,42,35,29,28,28,35,28,0,1,0,0
1,0,0,0,1,0,1,0,NA,NA,NA,44,49,42,26,30,27,32,28,28,0,1,0,0
0,1,0,1,0,1,0,0,48,42,42,41,48,42,41,21,28,34,35,28,0,0,0,0
1,0,0,2,3,0,1,0,41,41,42,51,64,42,23,40,28,23,29,27,0,0,0,0
1,0,0,0,3,1,3,1,41,60,42,49,53,42,30,29,28,32,24,28,0,0,0,0
1,0,0,1,2,0,1,0,47,42,34,45,47,34,59,25,25,34,30,25,0,0,0,0
1,0,0,0,1,0,1,0,62,37,34,25,50,34,36,33,25,30,34,25,0,0,0,0
0,1,0,3,1,3,0,1,41,53,34,NA,NA,NA,26,38,25,54,28,25,0,0,1,0
0,0,1,0,0,0,0,0,46,26,34,49,44,34,25,30,25,31,28,25,0,0,0,0
1,0,0,3,2,1,0,0,39,31,34,41,51,34,41,22,25,23,35,25,0,0,0,0
1,0,0,2,2,0,0,0,29,40,38,NA,NA,NA,27,28,29,29,29,29,0,0,0,1
0,0,1,3,2,2,0,1,35,42,38,72,33,38,40,34,29,45,31,29,0,0,0,0
0,1,0,6,0,9,0,3,NA,NA,NA,83,36,38,21,59,29,68,15,29,0,1,0,0
1,0,0,2,2,1,1,0,NA,NA,NA,NA,NA,NA,24,44,28,28,53,28,0,1,0,1
0,0,1,0,0,0,0,0,28,41,38,56,50,38,33,39,28,39,30,28,0,0,0,0
0,0,1,1,1,1,1,0,61,46,38,49,65,38,49,31,28,24,48,28,0,0,0,0
1,0,0,1,3,2,2,2,62,47,38,48,45,38,28,32,28,34,35,28,0,0,0,0
1,0,0,2,2,0,0,0,71,38,38,38,57,38,35,37,28,26,33,28,0,0,0,0
0,1,0,0,0,1,0,1,53,55,38,70,54,38,28,50,28,58,23,28,0,0,0,0
0,1,0,2,1,2,0,1,43,56,38,54,31,38,24,42,28,59,29,28,0,0,0,0
0,0,1,2,2,2,1,1,69,29,34,NA,NA,NA,64,16,26,29,29,26,0,0,0,1
1,0,0,3,3,1,0,1,47,64,34,46,56,34,34,40,26,26,61,26,0,0,0,0
0,0,1,2,2,2,2,0,60,62,34,44,53,34,43,35,26,38,40,26,0,0,0,0
0,1,0,2,0,2,0,0,66,43,34,56,39,34,45,24,26,48,36,26,0,0,0,0
1,0,0,2,3,0,1,0,51,30,30,54,35,30,48,29,29,31,32,29,0,0,0,0
0,0,1,2,1,1,0,0,44,31,30,52,29,30,35,38,29,55,28,29,0,0,0,0
1,0,0,3,4,1,2,0,38,28,30,40,52,30,38,29,29,54,40,29,0,0,0,0
1,0,0,1,4,0,3,0,37,39,30,49,39,30,44,50,29,41,47,29,0,0,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,69,28,30,42,52,29,63,30,29,0,1,0,0
0,0,1,2,1,1,0,0,NA,NA,NA,38,32,30,27,46,29,34,39,29,0,1,0,0
1,0,0,2,3,0,1,0,41,54,30,32,51,30,48,50,29,39,48,29,0,0,0,0
1,0,0,0,1,0,1,0,42,63,30,30,49,30,34,59,29,40,56,29,0,0,0,0
1,0,0,0,1,0,1,0,26,50,34,24,56,34,34,27,25,35,45,25,0,0,0,0
1,0,0,3,3,0,0,0,34,35,34,55,28,34,31,52,25,44,19,25,0,0,0,0
0,1,0,0,0,1,0,1,50,35,34,40,45,34,35,38,25,33,34,25,0,0,0,0
0,0,1,3,2,2,0,1,33,42,34,26,46,34,30,43,25,24,42,25,0,0,0,0
1,0,0,1,1,0,0,0,45,46,34,38,42,34,29,37,25,36,37,25,0,0,0,0
1,0,0,0,1,0,1,0,46,55,38,40,63,38,52,31,29,28,53,28,0,0,0,0
0,0,1,1,1,1,1,0,29,64,38,47,51,38,29,53,28,28,54,28,0,0,0,0
0,1,0,2,0,2,0,0,45,31,34,53,55,34,33,33,25,40,25,25,0,0,0,0
0,1,0,1,0,2,0,1,NA,NA,NA,48,42,38,29,23,29,34,35,29,0,1,0,0
1,0,0,3,4,1,2,0,86,16,34,NA,NA,NA,66,17,25,21,43,25,0,0,0,1
1,0,0,0,1,0,1,0,44,54,46,48,69,46,49,34,36,41,41,35,0,0,0,0
0,0,1,1,1,1,0,1,NA,NA,NA,71,69,46,49,21,35,33,34,36,1,0,0,0
1,0,0,2,2,0,0,0,72,54,46,66,59,46,44,43,36,36,34,36,0,0,0,0
0,1,0,1,0,1,0,0,49,52,46,50,54,46,43,45,35,54,37,35,0,0,0,0
1,0,0,1,1,0,0,0,54,67,46,NA,NA,NA,33,47,34,33,47,36,0,0,1,0
0,1,0,1,1,2,0,2,NA,NA,NA,51,64,42,27,30,28,23,32,28,0,1,0,0
1,0,0,1,1,0,0,0,68,37,46,NA,NA,NA,47,23,36,50,22,36,0,0,1,0
0,0,1,1,1,1,1,0,33,64,38,34,55,38,27,51,29,41,41,29,0,0,0,0
1,0,0,3,2,1,0,0,42,40,34,53,26,34,37,34,26,53,42,26,0,0,0,0
0,0,1,3,2,2,0,1,49,44,34,41,53,34,31,28,26,27,41,26,0,0,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,23,44,26,23,44,26,1,0,0,1
1,0,0,4,3,1,0,0,46,51,34,44,41,34,43,40,26,31,24,26,0,0,0,0
0,1,0,3,2,5,1,3,76,42,38,35,42,38,40,31,30,42,36,30,0,0,0,0
1,0,0,2,2,0,0,0,32,42,38,41,42,38,28,28,30,27,34,30,0,0,0,0
0,1,0,3,1,2,0,0,48,42,38,NA,NA,NA,36,35,30,40,46,30,0,0,0,1
0,0,1,0,0,0,0,0,41,27,38,44,34,38,32,33,30,52,25,30,0,0,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,39,37,38,33,35,30,24,30,30,1,0,0,0
0,1,0,2,0,3,0,1,41,34,38,34,51,38,27,31,30,25,34,30,0,0,0,0
1,0,0,0,2,0,2,0,47,37,38,49,54,38,35,31,30,28,27,30,0,0,0,0
0,1,0,4,1,3,0,0,44,57,38,44,52,38,38,38,30,30,49,30,0,0,0,0
0,1,0,3,1,2,0,0,NA,NA,NA,NA,NA,NA,20,35,30,39,32,30,0,1,1,0
1,0,0,0,2,1,2,1,60,62,34,47,63,34,45,37,27,27,47,27,0,0,0,0
1,0,0,0,1,0,1,0,38,42,34,46,45,34,36,38,26,36,51,26,0,0,0,0
0,0,1,2,2,2,1,1,73,32,38,44,47,38,43,39,29,45,33,29,0,0,0,0
0,1,0,0,0,1,0,1,47,51,38,46,55,38,32,39,29,53,31,30,0,0,0,0
0,1,0,0,0,2,0,2,48,50,38,71,36,38,51,39,28,46,30,29,0,0,0,0
1,0,0,1,1,0,0,0,46,49,38,31,57,38,30,40,30,22,57,30,0,0,0,0
0,1,0,2,1,2,0,1,NA,NA,NA,48,45,38,29,30,29,32,36,30,0,1,0,0
0,1,0,1,0,1,0,0,38,51,38,NA,NA,NA,30,36,29,31,54,30,0,0,0,1
0,0,1,1,1,1,0,1,54,64,46,62,83,46,40,34,36,56,63,37,0,0,0,0
0,1,0,1,0,1,0,0,78,59,46,66,59,46,48,58,36,36,36,37,0,0,0,0
1,0,0,4,6,0,2,0,NA,NA,NA,54,67,46,34,58,37,36,62,37,0,1,0,0
0,0,1,2,1,1,0,0,NA,NA,NA,70,56,46,60,30,37,45,50,37,1,0,0,0
1,0,0,1,1,0,0,0,85,56,46,71,69,46,50,35,37,34,35,37,0,0,0,0
0,1,0,0,0,1,0,1,72,54,46,46,67,46,46,43,37,43,62,37,0,0,0,0
0,1,0,3,1,4,1,1,50,61,46,58,75,46,36,41,36,48,52,37,0,0,0,0
0,1,0,3,1,2,0,0,NA,NA,NA,44,54,46,31,49,37,50,34,37,0,1,0,0
0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,35,34,37,46,42,37,0,1,1,0
0,0,1,1,1,1,1,0,48,69,46,57,61,46,41,42,36,48,40,37,0,0,0,0
1,0,0,3,3,0,0,0,43,49,46,54,60,46,53,36,37,34,66,37,0,0,0,0
0,0,1,1,2,2,1,2,NA,NA,NA,NA,NA,NA,45,58,36,44,54,36,0,1,0,1
0,0,1,0,0,0,0,0,49,60,46,76,57,46,58,40,36,55,53,35,0,0,0,0
0,1,0,2,1,2,0,1,43,75,46,NA,NA,NA,37,63,36,33,48,37,0,0,1,0
0,1,0,1,1,2,1,1,58,62,46,53,56,46,37,49,36,60,59,36,0,0,0,0
0,1,0,2,0,2,0,0,49,52,46,62,61,46,43,46,36,57,48,36,0,0,0,0
1,0,0,0,1,0,1,0,NA,NA,NA,66,53,46,57,43,36,52,47,36,1,0,0,0
0,1,0,3,2,3,1,1,54,67,46,72,66,46,34,47,35,48,46,36,0,0,0,0
0,1,0,2,0,4,0,2,55,65,46,NA,NA,NA,44,41,37,46,31,36,0,0,0,1
0,0,1,1,1,1,1,0,62,75,46,68,55,46,42,42,36,47,58,36,0,0,0,0
0,0,1,1,1,1,1,0,NA,NA,NA,65,66,46,48,44,36,63,43,36,0,1,0,0
1,0,0,2,2,1,0,1,50,54,46,58,77,46,55,37,36,45,84,36,0,0,0,0
1,0,0,1,1,0,0,0,NA,NA,NA,55,55,46,59,34,36,43,37,36,1,0,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,42,48,38,27,39,29,28,28,29,0,1,0,0
0,0,1,2,2,2,1,1,29,64,38,46,68,38,30,54,29,39,61,29,0,0,0,0
1,0,0,2,2,1,1,0,35,60,38,34,67,38,37,42,29,27,52,29,0,0,0,0
0,1,0,0,0,1,0,1,44,51,38,NA,NA,NA,37,40,29,31,42,29,0,0,0,1
1,0,0,2,2,1,0,1,NA,NA,NA,67,29,38,30,51,29,45,12,29,0,1,0,0
0,0,1,0,0,0,0,0,49,53,42,48,56,42,33,27,29,34,34,29,0,0,0,0
1,0,0,1,3,1,2,1,55,65,42,41,60,42,27,42,29,33,30,29,0,0,0,0
1,0,0,1,1,0,0,0,44,49,42,NA,NA,NA,32,29,29,41,34,29,0,0,0,1
0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,28,31,29,27,36,29,1,0,1,0
1,0,0,2,3,0,1,0,65,40,42,41,41,42,34,29,29,26,40,29,0,0,0,0
1,0,0,0,1,0,1,0,56,62,34,40,56,34,28,43,26,22,48,26,0,0,0,0
0,1,0,0,0,1,0,1,34,40,34,80,18,34,28,33,26,64,13,26,0,0,0,0
0,1,0,1,1,3,1,2,25,50,34,49,55,34,30,35,26,27,42,26,0,0,0,0
1,0,0,3,2,1,0,0,36,52,34,NA,NA,NA,35,26,26,22,29,26,0,0,0,1
0,0,1,0,1,1,1,1,50,65,34,45,47,34,35,53,26,34,32,26,0,0,0,0
0,0,1,2,1,1,0,0,72,38,34,NA,NA,NA,38,33,26,27,40,26,0,0,0,1
1,0,0,3,4,3,3,1,48,52,34,45,31,34,21,35,26,33,35,26,0,0,0,0
0,1,0,0,0,2,0,2,32,37,34,40,51,34,34,34,26,32,29,26,0,0,0,0
1,0,0,2,5,1,3,1,NA,NA,NA,44,50,38,29,31,30,41,42,30,0,1,0,0
1,0,0,1,2,1,1,1,54,55,38,NA,NA,NA,32,39,30,21,68,30,0,0,0,1
1,0,0,0,1,0,1,0,43,42,38,43,64,38,25,24,30,32,48,30,0,0,0,0
1,0,0,2,2,0,0,0,72,33,38,29,40,38,47,33,30,29,28,30,0,0,0,0
0,1,0,0,0,1,0,1,47,66,38,41,55,38,34,43,30,36,45,30,0,0,0,0
1,0,0,3,3,0,0,0,51,30,38,46,39,38,33,34,30,36,35,30,0,0,0,0
1,0,0,1,1,0,0,0,53,39,38,NA,NA,NA,48,28,30,29,27,30,0,0,1,0
0,0,1,0,0,0,0,0,46,52,38,53,55,38,34,42,29,28,51,29,0,0,0,0
0,0,1,2,1,1,0,0,54,31,38,59,48,38,61,30,29,39,27,29,0,0,0,0
0,1,0,1,0,1,0,0,46,56,34,NA,NA,NA,27,64,27,27,42,27,0,0,0,1
1,0,0,3,3,1,0,1,56,39,34,NA,NA,NA,50,36,27,30,52,27,0,0,0,1
0,1,0,0,0,1,0,1,53,46,34,47,64,34,37,51,27,37,41,27,0,0,0,0
