"Hwins","Awins","IsDraw","goals2H","Hgoals","Agoals","Hgoals1H","Agoals1H","HG_LY","HGA_LY","HM_LY","AG_LY","AGA_LY","AM_LY","HG_TY","HGA_TY","HM_TY","AG_TY","AGA_TY","AM_TY","Hrelegated","Hpromoted","Arelegated","Apromoted"
0,0,1,5,3,3,0,1,45,53,34,40,41,34,32,26,24,17,31,24,0,0,0,0
1,0,0,2,3,2,2,1,44,44,34,38,54,34,27,29,24,21,36,24,0,0,0,0
0,0,1,2,1,1,0,0,NA,NA,NA,49,61,38,27,64,26,42,37,26,0,1,0,0
0,1,0,2,1,2,1,0,32,47,34,44,38,34,23,24,23,35,24,23,0,0,0,0
1,0,0,3,2,1,0,0,39,35,38,34,36,38,39,30,28,26,25,28,0,0,0,0
1,0,0,4,3,1,0,0,52,52,38,52,55,38,47,29,27,51,43,27,0,0,0,0
0,0,1,1,1,1,0,1,40,56,34,43,42,34,16,40,24,24,35,24,0,0,0,0
1,0,0,3,4,0,1,0,88,22,34,44,66,34,52,13,24,19,22,24,0,0,0,0
0,1,0,2,1,2,1,0,72,67,46,53,58,46,54,52,36,41,46,35,0,0,0,0
0,0,1,3,2,2,1,0,66,79,46,46,46,46,63,42,36,42,53,36,0,0,0,0
1,0,0,2,2,0,0,0,NA,NA,NA,NA,NA,NA,47,46,36,47,47,36,0,1,1,0
1,0,0,3,3,0,0,0,56,73,46,NA,NA,NA,54,64,37,56,54,37,0,0,0,1
0,0,1,0,1,1,1,1,NA,NA,NA,55,40,46,47,43,37,49,34,37,1,0,0,0
0,0,1,1,3,3,2,3,58,70,46,82,73,46,33,58,37,50,50,37,0,0,0,0
0,1,0,0,0,2,0,2,67,49,46,58,64,46,30,56,36,53,45,36,0,0,0,0
0,1,0,1,0,4,0,3,71,56,46,NA,NA,NA,50,59,37,50,31,35,0,0,1,0
1,0,0,3,2,1,0,0,NA,NA,NA,56,58,46,54,60,37,38,54,34,0,1,0,0
1,0,0,2,2,1,1,0,44,58,46,NA,NA,NA,23,36,37,46,39,35,0,0,0,1
1,0,0,2,2,1,0,1,60,47,46,68,61,46,63,43,37,50,48,34,0,0,0,0
0,1,0,4,2,4,0,2,64,71,46,64,59,46,37,53,37,67,40,36,0,0,0,0
0,1,0,0,0,1,0,1,71,49,46,52,56,46,45,45,37,54,36,36,0,0,0,0
1,0,0,2,4,0,2,0,54,71,46,59,70,46,46,53,37,47,39,36,0,0,0,0
0,1,0,1,0,2,0,1,66,45,46,52,59,46,48,37,37,49,49,37,0,0,0,0
1,0,0,3,2,1,0,0,56,58,46,58,79,46,39,56,35,40,51,37,0,0,0,0
1,0,0,0,1,0,1,0,45,53,38,44,35,38,43,45,27,39,19,27,0,0,0,0
0,1,0,1,1,3,0,3,57,41,42,40,46,42,32,38,29,37,39,29,0,0,0,0
1,0,0,0,1,0,1,0,82,34,34,33,42,34,53,27,24,23,41,24,0,0,0,0
1,0,0,2,2,0,0,0,38,39,34,49,47,34,29,43,24,20,23,24,0,0,0,0
1,0,0,3,3,2,1,1,44,38,34,42,40,34,37,25,24,34,24,24,0,0,0,0
1,0,0,3,2,1,0,0,32,46,34,NA,NA,NA,28,34,24,25,26,24,0,0,0,1
0,0,1,0,0,0,0,0,39,27,38,48,42,38,29,37,29,43,37,29,0,0,0,0
1,0,0,1,1,0,0,0,NA,NA,NA,36,42,38,28,53,28,24,43,29,0,1,0,0
0,0,1,0,0,0,0,0,34,42,38,52,37,38,32,39,29,27,25,29,0,0,0,0
0,1,0,2,2,4,1,3,47,59,38,NA,NA,NA,38,38,29,38,30,29,0,0,1,0
1,0,0,1,3,0,2,0,34,41,38,35,42,38,37,33,29,24,32,29,0,0,0,0
0,1,0,1,0,1,0,0,56,53,38,38,45,38,33,31,29,37,41,29,0,0,0,0
0,0,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,28,37,29,32,31,29,0,1,1,0
0,1,0,1,0,1,0,0,43,38,38,NA,NA,NA,28,39,29,41,31,29,0,0,0,1
1,0,0,3,2,1,0,0,34,36,38,50,52,38,27,27,29,42,30,29,0,0,0,0
0,1,0,2,0,4,0,2,39,43,38,36,41,38,36,37,29,35,48,29,0,0,0,0
0,1,0,1,0,3,0,2,34,55,34,49,64,34,18,37,26,35,35,26,0,0,0,0
0,0,1,0,0,0,0,0,40,41,34,24,41,34,20,34,25,27,25,25,0,0,0,0
1,0,0,1,2,0,1,0,45,67,38,42,52,38,40,54,28,36,61,28,0,0,0,0
1,0,0,1,1,0,0,0,39,51,38,40,50,38,35,46,27,33,47,27,0,0,0,0
1,0,0,3,4,0,1,0,59,55,38,NA,NA,NA,47,30,28,26,54,28,0,0,0,1
0,1,0,1,1,2,1,1,41,55,38,59,53,38,32,40,28,57,20,27,0,0,0,0
0,0,1,0,0,0,0,0,48,62,38,NA,NA,NA,24,50,27,31,42,28,0,0,0,1
1,0,0,2,3,1,1,1,34,48,38,65,36,38,36,37,28,55,31,26,0,0,0,0
0,1,0,1,2,3,1,3,65,51,38,68,36,38,38,49,28,30,45,27,0,0,0,0
0,0,1,0,0,0,0,0,53,49,46,NA,NA,NA,38,54,37,70,32,37,0,0,1,0
0,0,1,2,2,2,1,1,46,46,46,45,45,46,44,55,37,51,45,37,0,0,0,0
0,1,0,4,3,5,3,1,NA,NA,NA,72,67,46,36,48,37,55,54,37,0,1,0,0
1,0,0,2,3,1,1,1,56,51,46,53,51,46,50,53,37,37,44,37,0,0,0,0
0,1,0,3,1,3,0,1,66,79,46,53,58,46,65,44,37,43,47,36,0,0,0,0
1,0,0,2,2,0,0,0,50,58,46,72,42,46,50,36,37,63,31,37,0,0,0,0
1,0,0,1,2,0,1,0,NA,NA,NA,NA,NA,NA,63,56,37,55,53,37,1,0,0,1
0,0,1,3,2,2,1,0,43,47,46,66,43,46,51,62,37,39,36,37,0,0,0,0
1,0,0,3,5,1,2,1,54,54,46,53,71,46,41,50,37,32,82,37,0,0,0,0
0,1,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,31,42,37,37,39,37,0,1,1,0
1,0,0,3,2,1,0,0,NA,NA,NA,NA,NA,NA,54,31,36,56,61,38,1,0,0,1
1,0,0,3,2,1,0,0,55,40,46,64,71,46,50,35,38,39,57,38,0,0,0,0
1,0,0,1,2,1,2,0,NA,NA,NA,58,70,46,56,57,38,36,61,38,0,1,0,0
0,0,1,0,0,0,0,0,52,56,46,NA,NA,NA,55,36,37,49,46,37,0,0,0,1
0,0,1,0,0,0,0,0,73,49,46,56,73,46,50,41,35,57,64,38,0,0,0,0
1,0,0,1,1,0,0,0,NA,NA,NA,67,49,46,47,49,37,30,58,37,1,0,0,0
1,0,0,2,2,1,0,1,NA,NA,NA,60,47,46,47,41,36,65,44,38,0,1,0,0
0,0,1,1,1,1,0,1,82,73,46,44,58,46,53,53,38,25,37,38,0,0,0,0
1,0,0,2,4,1,2,1,68,61,46,71,56,46,51,50,35,50,63,38,0,0,0,0
1,0,0,1,2,1,1,1,64,59,46,NA,NA,NA,71,42,37,48,44,38,0,0,1,0
1,0,0,3,3,2,0,2,58,64,46,71,49,46,55,45,37,45,46,38,0,0,0,0
1,0,0,0,1,0,1,0,NA,NA,NA,45,48,38,28,33,27,42,38,27,0,1,0,0
0,1,0,2,1,2,0,1,58,45,38,110,34,38,34,30,27,69,27,26,0,0,0,0
1,0,0,0,2,0,2,0,34,52,38,NA,NA,NA,29,44,27,28,65,27,0,0,0,1
0,0,1,1,1,1,1,0,49,61,38,40,74,38,43,38,27,39,38,27,0,0,0,0
0,0,1,0,0,0,0,0,59,52,42,57,51,42,27,40,29,33,38,29,0,0,0,0
1,0,0,3,2,1,0,0,48,49,42,39,45,42,36,30,29,28,35,29,0,0,0,0
1,0,0,3,2,1,0,0,44,50,42,55,56,42,39,37,29,26,46,29,0,0,0,0
1,0,0,0,2,0,2,0,NA,NA,NA,NA,NA,NA,32,39,29,33,33,29,0,1,1,0
0,1,0,2,1,2,0,1,50,44,42,NA,NA,NA,37,40,29,32,35,29,0,0,0,1
0,0,1,0,1,1,1,1,42,52,34,NA,NA,NA,23,33,24,31,41,24,0,0,0,1
0,0,1,0,0,0,0,0,34,52,34,40,46,34,26,27,24,24,46,24,0,0,0,0
1,0,0,3,4,2,3,0,38,42,34,42,42,34,33,27,24,32,26,24,0,0,0,0
1,0,0,1,1,0,0,0,39,54,34,56,40,34,45,25,24,37,39,24,0,0,0,0
1,0,0,2,3,0,1,0,50,65,34,NA,NA,NA,31,44,24,43,25,24,0,0,0,1
1,0,0,0,1,0,1,0,47,49,34,38,53,34,22,34,24,17,46,24,0,0,0,0
1,0,0,0,1,0,1,0,49,55,34,NA,NA,NA,26,32,24,41,25,24,0,0,1,0
0,0,1,0,0,0,0,0,45,39,34,NA,NA,NA,24,30,24,40,29,24,0,0,1,0
1,0,0,3,3,0,0,0,40,38,38,47,56,38,28,38,29,37,36,29,0,0,0,0
1,0,0,3,5,1,3,0,50,57,38,49,47,38,37,36,29,42,49,29,0,0,0,0
0,1,0,3,2,3,2,0,NA,NA,NA,47,58,38,19,37,29,29,59,29,0,1,0,0
0,0,1,0,1,1,1,1,33,44,38,58,41,38,27,43,29,47,23,29,0,0,0,0
0,0,1,0,0,0,0,0,45,55,38,52,54,38,32,33,29,28,33,29,0,0,0,0
0,1,0,2,0,2,0,0,NA,NA,NA,39,35,38,33,23,29,41,31,29,1,0,0,0
1,0,0,0,1,0,1,0,49,43,38,45,48,38,41,32,28,30,42,28,0,0,0,0
0,0,1,2,2,2,1,1,52,55,38,50,38,38,52,46,28,53,29,28,0,0,0,0
0,0,1,2,1,1,0,0,41,48,34,35,53,34,35,39,26,24,29,26,0,0,0,0
0,1,0,1,0,3,0,2,37,42,34,57,48,34,26,42,26,38,33,26,0,0,0,0
1,0,0,1,1,0,0,0,88,32,34,55,38,34,51,18,26,41,32,26,0,0,0,0
1,0,0,3,3,1,1,0,NA,NA,NA,47,49,34,32,47,26,36,43,26,0,1,0,0
0,1,0,0,1,2,1,2,44,66,34,54,35,34,19,26,25,36,21,25,0,0,0,0
0,0,1,1,1,1,0,1,38,54,34,34,54,34,23,39,25,17,43,25,0,0,0,0
0,0,1,0,0,0,0,0,43,42,34,88,22,34,25,36,25,56,13,25,0,0,0,0
1,0,0,0,2,0,2,0,79,21,34,40,56,34,47,26,25,17,41,25,0,0,0,0
0,0,1,2,1,1,0,0,71,41,38,63,50,38,53,29,27,60,35,28,0,0,0,0
0,1,0,3,1,3,0,1,NA,NA,NA,49,35,38,19,30,27,39,22,26,0,1,0,0
1,0,0,1,2,1,2,0,69,35,38,59,41,38,53,20,27,32,34,26,0,0,0,0
1,0,0,3,3,1,1,0,63,18,38,51,50,38,49,22,27,51,31,27,0,0,0,0
1,0,0,2,4,2,2,2,112,29,38,46,48,38,77,23,27,36,47,27,0,0,0,0
0,1,0,1,0,1,0,0,45,61,38,51,59,38,31,42,27,39,45,26,0,0,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,38,35,38,22,41,27,33,45,27,0,1,0,0
1,0,0,4,3,1,0,0,40,62,38,46,69,38,28,56,27,24,55,27,0,0,0,0
0,1,0,0,1,2,1,2,48,44,42,47,52,42,21,28,29,32,29,29,0,0,0,0
0,1,0,1,1,2,0,2,46,28,42,NA,NA,NA,49,24,29,40,27,29,0,0,0,1
1,0,0,0,1,0,1,0,NA,NA,NA,44,51,42,44,20,29,28,33,29,1,0,0,0
0,1,0,0,0,1,0,1,45,46,42,NA,NA,NA,34,24,29,23,23,29,0,0,0,1
1,0,0,1,2,0,1,0,NA,NA,NA,52,51,42,27,33,29,34,33,29,1,0,0,0
0,1,0,1,0,1,0,0,46,42,34,51,49,34,33,40,24,31,27,24,0,0,0,0
0,1,0,1,0,1,0,0,67,50,34,80,17,34,30,33,24,60,13,24,0,0,0,0
0,0,1,1,1,1,0,1,56,40,34,NA,NA,NA,32,37,24,24,42,24,0,0,0,1
1,0,0,1,2,0,1,0,NA,NA,NA,40,50,34,37,29,24,32,26,24,0,1,0,0
0,1,0,1,0,3,0,2,35,37,34,32,47,34,19,34,24,24,26,24,0,0,0,0
0,1,0,2,0,3,0,1,39,52,38,57,50,38,31,48,29,84,26,29,0,0,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,42,37,38,38,46,29,33,24,29,0,1,0,0
1,0,0,0,2,1,2,1,102,19,38,67,43,38,58,20,29,59,32,28,0,0,0,0
1,0,0,2,3,0,1,0,41,47,38,NA,NA,NA,43,33,28,29,63,28,0,0,0,1
1,0,0,4,4,1,0,1,33,45,38,43,45,38,25,41,28,33,37,28,0,0,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,52,52,38,36,58,28,50,30,28,0,1,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,60,42,38,21,48,28,45,37,28,0,1,0,0
0,1,0,2,2,3,0,3,40,49,38,80,32,38,15,43,28,65,30,28,0,0,0,0
1,0,0,1,3,1,2,1,83,41,38,49,40,38,61,25,28,35,43,28,0,0,0,0
0,1,0,0,0,1,0,1,48,61,38,75,20,38,35,33,28,58,19,28,0,0,0,0
1,0,0,3,4,1,1,1,35,60,38,38,65,38,32,37,28,23,56,28,0,0,0,0
1,0,0,1,4,0,3,0,70,53,34,48,49,34,43,40,26,21,44,26,0,0,0,0
0,0,1,0,1,1,1,1,34,60,34,81,21,34,31,49,26,55,16,26,0,0,0,0
0,1,0,2,1,3,1,1,NA,NA,NA,56,54,34,25,45,26,27,49,26,0,1,0,0
0,1,0,2,1,2,1,0,46,61,34,62,40,34,44,34,26,66,16,26,0,0,0,0
1,0,0,4,3,2,0,1,NA,NA,NA,NA,NA,NA,20,37,25,25,24,25,0,1,0,1
1,0,0,3,3,0,0,0,45,53,34,44,44,34,35,29,25,30,31,25,0,0,0,0
1,0,0,2,3,1,1,1,45,63,34,47,38,34,20,20,25,23,39,25,0,0,0,0
0,0,1,1,1,1,1,0,67,30,34,40,61,34,57,11,25,24,26,25,0,0,0,0
1,0,0,1,1,0,0,0,56,50,34,68,41,34,39,24,24,36,38,24,0,0,0,0
0,1,0,2,0,2,0,0,47,46,38,NA,NA,NA,21,33,29,45,39,29,0,0,0,1
1,0,0,1,2,1,2,0,67,49,46,56,58,46,30,59,38,41,57,36,0,0,0,0
0,1,0,3,2,4,1,2,NA,NA,NA,NA,NA,NA,49,42,37,56,32,37,0,1,1,0
0,0,1,2,3,3,2,2,68,61,46,73,49,46,55,51,36,50,41,36,0,0,0,0
0,1,0,1,0,2,0,1,NA,NA,NA,58,64,46,49,46,38,58,47,38,0,1,0,0
0,0,1,0,0,0,0,0,56,73,46,52,56,46,57,64,39,55,36,38,0,0,0,0
0,1,0,1,1,3,0,3,58,70,46,68,61,46,37,63,39,58,54,37,0,0,0,0
1,0,0,1,1,0,0,0,67,49,46,NA,NA,NA,32,60,39,58,58,39,0,0,0,1
0,1,0,1,0,1,0,0,71,56,46,82,73,46,51,67,39,54,54,39,0,0,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,57,63,39,51,46,38,0,1,0,1
0,0,1,1,1,1,1,0,44,58,46,64,59,46,26,38,39,73,43,38,0,0,0,0
0,0,1,0,0,0,0,0,56,58,46,NA,NA,NA,42,59,37,48,49,38,0,0,1,0
0,1,0,2,0,2,0,0,58,79,46,NA,NA,NA,41,53,38,60,34,38,0,0,1,0
1,0,0,1,1,0,0,0,64,71,46,73,49,46,40,59,39,53,44,37,0,0,0,0
1,0,0,3,3,1,1,0,44,51,42,48,44,42,28,34,30,22,30,30,0,0,0,0
0,0,1,1,1,1,0,1,39,45,42,NA,NA,NA,29,37,30,45,20,30,0,0,1,0
0,0,1,0,0,0,0,0,57,51,42,NA,NA,NA,33,38,30,29,33,30,0,0,1,0
1,0,0,2,2,0,0,0,52,51,42,46,28,42,34,35,30,50,26,30,0,0,0,0
0,1,0,2,1,2,0,1,47,52,42,57,41,42,34,30,30,33,41,30,0,0,0,0
1,0,0,2,3,2,1,2,60,47,46,55,40,46,66,46,39,52,36,39,0,0,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,45,46,42,42,28,30,34,25,30,0,1,0,0
0,1,0,0,0,3,0,3,40,46,42,50,44,42,40,40,30,38,42,30,0,0,0,0
1,0,0,1,2,0,1,0,NA,NA,NA,44,50,42,33,35,30,41,38,30,1,0,0,0
0,1,0,1,1,3,1,2,55,56,42,48,49,42,27,48,30,38,31,30,0,0,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,24,23,30,34,39,30,0,1,0,1
1,0,0,0,1,0,1,0,NA,NA,NA,59,52,42,34,36,30,27,40,30,0,1,0,0
1,0,0,4,3,1,0,0,NA,NA,NA,68,61,46,49,48,39,61,55,38,0,1,0,0
1,0,0,3,5,1,3,0,NA,NA,NA,56,73,46,51,46,39,57,64,40,0,1,0,0
1,0,0,1,2,0,1,0,64,59,46,73,49,46,74,44,39,53,45,38,0,0,0,0
1,0,0,1,1,0,0,0,66,43,46,54,54,46,41,38,38,46,51,38,0,0,0,0
1,0,0,3,2,1,0,0,40,74,38,34,52,38,40,39,28,31,44,28,0,0,0,0
1,0,0,1,1,0,0,0,48,44,42,39,45,42,23,33,31,30,38,31,0,0,0,0
0,1,0,2,1,3,1,1,42,42,34,39,54,34,34,30,25,46,25,25,0,0,0,0
1,0,0,0,1,0,1,0,NA,NA,NA,45,39,34,25,43,25,24,30,25,0,1,0,0
0,1,0,1,0,1,0,0,32,47,34,32,46,34,27,26,25,30,35,25,0,0,0,0
1,0,0,2,2,1,0,1,68,41,34,35,37,34,36,39,25,19,37,25,0,0,0,0
1,0,0,1,1,0,0,0,47,56,38,NA,NA,NA,37,39,30,21,40,30,0,0,0,1
0,1,0,4,2,3,1,0,NA,NA,NA,47,59,38,33,32,30,40,42,30,1,0,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,56,53,38,42,31,30,33,32,30,0,1,0,0
0,0,1,0,1,1,1,1,35,42,38,34,42,38,24,35,30,32,39,30,0,0,0,0
0,0,1,1,1,1,1,0,52,37,38,NA,NA,NA,27,25,30,33,25,30,0,0,1,0
1,0,0,0,1,0,1,0,50,52,38,39,43,38,43,32,30,36,41,30,0,0,0,0
1,0,0,1,1,0,0,0,38,45,38,47,46,38,38,41,30,21,35,30,0,0,0,0
1,0,0,1,3,1,2,1,36,41,38,43,38,38,39,48,30,28,40,30,0,0,0,0
1,0,0,2,4,2,4,0,NA,NA,NA,NA,NA,NA,42,32,30,29,38,30,1,0,0,1
1,0,0,0,1,0,1,0,NA,NA,NA,43,42,34,27,27,26,25,36,26,0,1,0,0
0,1,0,2,1,2,0,1,40,56,34,45,53,34,17,43,26,38,29,26,0,0,0,0
0,1,0,2,0,2,0,0,NA,NA,NA,69,35,38,31,42,29,55,21,28,0,1,0,0
0,1,0,0,1,2,1,2,59,53,38,39,51,38,59,21,28,36,46,28,0,0,0,0
1,0,0,2,2,1,0,1,NA,NA,NA,65,51,38,26,58,29,40,52,29,0,1,0,0
1,0,0,1,2,0,1,0,68,36,38,41,55,38,33,47,28,33,42,29,0,0,0,0
1,0,0,1,3,1,2,1,63,50,38,59,55,38,61,36,29,51,30,29,0,0,0,0
0,0,1,0,0,0,0,0,49,35,38,34,48,38,42,23,27,39,38,29,0,0,0,0
0,0,1,0,0,0,0,0,59,41,38,45,67,38,33,36,27,42,54,29,0,0,0,0
1,0,0,1,1,0,0,0,40,50,38,48,62,38,33,48,28,24,50,28,0,0,0,0
1,0,0,1,2,0,1,0,NA,NA,NA,NA,NA,NA,39,39,38,65,56,38,1,0,1,0
0,0,1,2,1,1,0,0,NA,NA,NA,66,45,46,55,55,38,48,39,38,0,1,0,0
1,0,0,0,2,0,2,0,72,67,46,54,71,46,60,57,38,50,53,38,0,0,0,0
1,0,0,1,1,0,0,0,72,42,46,46,46,46,63,33,38,46,57,38,0,0,0,0
0,1,0,1,0,1,0,0,59,70,46,NA,NA,NA,47,43,37,39,53,38,0,0,0,1
0,0,1,2,1,1,0,0,53,51,46,53,49,46,38,47,38,38,54,38,0,0,0,0
1,0,0,2,2,1,1,0,NA,NA,NA,NA,NA,NA,70,32,38,31,44,38,1,0,0,1
0,0,1,1,1,1,0,1,45,45,46,43,47,46,53,47,38,53,64,38,0,0,0,0
1,0,0,0,1,0,1,0,52,59,46,50,58,46,51,49,38,52,36,38,0,0,0,0
0,1,0,1,0,1,0,0,53,71,46,66,79,46,33,87,38,66,47,38,0,0,0,0
1,0,0,1,3,1,2,1,53,58,46,56,51,46,46,48,37,53,54,38,0,0,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,58,70,46,62,34,39,38,66,40,1,0,0,0
1,0,0,1,1,0,0,0,55,40,46,71,49,46,54,39,40,47,49,39,0,0,0,0
1,0,0,2,2,0,0,0,NA,NA,NA,58,79,46,58,59,40,41,55,39,0,1,0,0
0,1,0,1,0,1,0,0,52,56,46,64,71,46,55,36,39,41,59,40,0,0,0,0
1,0,0,3,3,1,1,0,73,49,46,60,47,46,53,47,39,69,48,40,0,0,0,0
1,0,0,3,3,2,2,0,NA,NA,NA,71,56,46,48,49,39,51,68,40,1,0,0,0
1,0,0,2,2,0,0,0,82,73,46,NA,NA,NA,55,54,40,49,46,39,0,0,1,0
1,0,0,1,2,0,1,0,56,58,46,NA,NA,NA,42,59,38,52,49,40,0,0,0,1
0,0,1,2,1,1,0,0,68,61,46,NA,NA,NA,62,58,39,57,63,40,0,0,0,1
1,0,0,3,3,0,0,0,58,64,46,44,58,46,60,47,39,27,39,40,0,0,0,0
0,1,0,1,0,2,0,1,38,35,38,63,18,38,33,45,28,52,23,28,0,0,0,0
0,1,0,1,1,2,0,2,NA,NA,NA,58,45,38,28,67,28,35,32,28,0,1,0,0
0,0,1,1,1,1,0,1,45,48,38,NA,NA,NA,42,39,28,22,41,28,0,0,0,1
0,1,0,4,2,3,1,0,44,35,38,49,61,38,39,20,28,44,39,28,0,0,0,0
0,1,0,1,1,3,1,2,46,28,42,NA,NA,NA,50,28,31,29,33,31,0,0,1,0
0,0,1,0,0,0,0,0,48,49,42,NA,NA,NA,41,32,31,35,35,31,0,0,1,0
1,0,0,2,2,1,1,0,NA,NA,NA,55,56,42,46,21,31,28,51,31,1,0,0,0
0,0,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,34,39,31,42,29,31,0,1,0,1
1,0,0,4,6,0,2,0,80,17,34,42,52,34,61,13,25,24,34,25,0,0,0,0
0,0,1,0,0,0,0,0,34,52,34,67,50,34,26,27,25,30,34,25,0,0,0,0
0,1,0,5,2,5,0,2,NA,NA,NA,50,65,34,32,42,25,34,44,25,0,1,0,0
1,0,0,1,2,1,1,1,40,46,34,38,42,34,24,46,25,37,29,25,0,0,0,0
1,0,0,3,4,0,1,0,NA,NA,NA,38,53,34,43,28,25,17,47,25,0,1,0,0
0,0,1,2,1,1,0,0,51,49,34,82,34,34,32,27,25,54,27,25,0,0,0,0
1,0,0,2,2,0,0,0,NA,NA,NA,56,50,34,40,29,25,40,24,25,1,0,0,0
0,0,1,0,0,0,0,0,40,50,34,56,40,34,32,28,25,33,38,25,0,0,0,0
0,0,1,1,1,1,1,0,NA,NA,NA,38,39,34,26,28,25,31,43,25,0,1,0,0
0,1,0,1,0,1,0,0,36,42,38,39,27,38,24,44,30,29,37,30,0,0,0,0
0,0,1,1,1,1,0,1,48,42,38,NA,NA,NA,43,37,30,38,47,30,0,0,0,1
0,1,0,1,0,2,0,1,39,35,38,34,41,38,43,31,30,40,33,30,0,0,0,0
1,0,0,1,2,0,1,0,83,41,38,40,49,38,64,26,29,17,46,29,0,0,0,0
0,1,0,1,1,2,1,1,49,40,38,52,52,38,36,46,29,50,30,29,0,0,0,0
0,0,1,0,0,0,0,0,70,53,34,41,48,34,47,40,27,36,40,27,0,0,0,0
1,0,0,0,4,1,4,1,47,49,34,46,61,34,37,46,27,45,36,27,0,0,0,0
0,1,0,0,0,2,0,2,NA,NA,NA,88,32,34,35,48,27,52,18,27,0,1,0,0
1,0,0,1,2,0,1,0,57,48,34,35,53,34,41,33,27,25,30,27,0,0,0,0
0,0,1,0,1,1,1,1,56,54,34,34,60,34,30,50,27,32,50,27,0,0,0,0
0,0,1,1,1,1,1,0,88,22,34,67,30,34,56,13,26,58,12,26,0,0,0,0
0,1,0,1,0,1,0,0,24,41,34,44,44,34,27,25,26,30,34,26,0,0,0,0
0,1,0,1,0,2,0,1,34,54,34,40,41,34,18,44,26,20,34,26,0,0,0,0
0,0,1,1,2,2,1,2,65,36,38,71,41,38,56,34,27,54,30,28,0,0,0,0
0,0,1,0,0,0,0,0,42,52,38,NA,NA,NA,36,63,29,20,33,28,0,0,0,1
0,1,0,4,1,4,0,1,46,69,38,112,29,38,25,58,28,81,25,28,0,0,0,0
1,0,0,2,3,0,1,0,110,34,38,NA,NA,NA,71,28,27,29,33,28,0,0,0,1
0,0,1,0,0,0,0,0,51,50,38,40,62,38,52,34,28,31,57,28,0,0,0,0
1,0,0,1,3,0,2,0,46,48,38,45,61,38,38,51,28,31,43,28,0,0,0,0
1,0,0,1,1,0,0,0,59,52,42,40,46,42,27,41,31,40,43,31,0,0,0,0
0,1,0,1,0,1,0,0,57,41,42,44,51,42,35,42,31,31,35,31,0,0,0,0
1,0,0,1,1,0,0,0,44,50,42,NA,NA,NA,41,40,31,24,23,31,0,0,0,1
1,0,0,0,1,0,1,0,45,46,42,52,51,42,35,25,31,36,35,31,0,0,0,0
0,0,1,0,1,1,1,1,50,44,42,47,52,42,41,42,31,35,32,31,0,0,0,0
1,0,0,2,2,1,1,0,33,42,34,46,42,34,23,42,25,33,41,25,0,0,0,0
0,0,1,5,3,3,1,0,56,40,34,47,49,34,37,40,25,23,34,25,0,0,0,0
0,1,0,1,0,2,0,1,42,40,34,49,55,34,36,27,25,27,32,25,0,0,0,0
0,1,0,1,0,1,0,0,49,47,34,44,38,34,20,25,25,40,27,25,0,0,0,0
0,0,1,2,3,3,1,3,NA,NA,NA,NA,NA,NA,41,26,25,39,29,25,1,0,0,1
1,0,0,0,1,0,1,0,47,58,38,39,52,38,32,61,30,31,51,30,0,0,0,0
0,1,0,0,0,1,0,1,49,47,38,45,55,38,43,54,30,32,33,30,0,0,0,0
1,0,0,3,2,1,0,0,33,44,38,40,38,38,28,44,30,31,38,30,0,0,0,0
1,0,0,0,2,1,2,1,58,41,38,50,57,38,48,24,30,42,37,30,0,0,0,0
0,0,1,2,1,1,0,0,52,54,38,67,43,38,28,33,30,60,34,29,0,0,0,0
0,1,0,3,1,2,0,0,43,45,38,NA,NA,NA,34,41,29,21,49,29,0,0,0,1
1,0,0,1,1,0,0,0,60,42,38,33,45,38,46,37,29,29,42,29,0,0,0,0
0,1,0,3,0,5,0,2,45,48,38,41,47,38,30,43,29,46,33,29,0,0,0,0
0,0,1,1,1,1,0,1,80,32,38,75,20,38,68,32,29,59,19,29,0,0,0,0
0,1,0,3,1,3,1,0,38,65,38,NA,NA,NA,24,60,29,36,58,29,0,0,0,1
0,0,1,0,1,1,1,1,NA,NA,NA,49,43,38,29,66,29,42,32,29,0,1,0,0
0,0,1,4,2,2,0,0,52,55,38,35,60,38,54,48,29,36,38,29,0,0,0,0
1,0,0,1,2,1,2,0,81,21,34,62,40,34,56,17,27,68,17,27,0,0,0,0
1,0,0,3,4,1,2,0,48,49,34,34,55,34,21,48,27,18,40,27,0,0,0,0
0,1,0,2,1,2,1,0,49,64,34,NA,NA,NA,38,35,27,26,48,27,0,0,0,1
1,0,0,3,2,1,0,0,55,38,34,37,42,34,41,33,27,26,45,27,0,0,0,0
0,1,0,0,1,2,1,2,47,38,34,79,21,34,24,42,26,49,26,26,0,0,0,0
0,1,0,2,1,2,1,0,44,66,34,NA,NA,NA,20,28,26,23,39,26,0,0,0,1
